timestamp,period_start,period_end,strategy_equity,strategy_return,spy_price,spy_return,alpha,trading_env
2026-08-02T20:34:20.554110,2026-08-02T18:01:52.070213,2026-08-02T20:34:20.554110,100000.0,,747.030029296875,0.0109618457788704,,PROD
2026-08-02T20:39:52.884155,2026-08-02T18:01:52.070213,2026-08-02T20:39:52.884155,100000.0,,747.030029296875,0.0109618457788704,,PROD
2026-08-02T20:55:37.537298,2026-08-02T18:01:52.070213,2026-08-02T20:55:37.537298,100000.0,,747.030029296875,0.0109618457788704,,PROD
2026-08-02T21:06:37.100382,2026-08-02T18:01:52.070213,2026-08-02T21:06:37.100382,100000.0,,747.030029296875,0.010961845778870494,,PROD
